player_id,player_name,forename,surname,tm_pos_1,tm_pos_2,tm_pos_3
RobinsonLuke20011120,Luke Robinson,Luke,Robinson,Left-Back,,
RobinsonMarvin19800411,Marvin Robinson,Marvin,Robinson,Centre-Forward,,
RobsonConor20030921,Conor Robson,Conor,Robson,Goalkeeper,,
RodawayBilly19540926,Billy Rodaway,Billy,Rodaway,Centre-Back,,
RogersAlan19770103,Alan Rogers,Alan,Rogers,Left-Back,Left Midfield,Left Winger
RokkaElliot19960316,Elliot Rokka,Elliot,Rokka,Centre-Forward,Right Winger,Left Winger
RoweJames19911021,James Rowe,James,Rowe,Central Midfield,Right Midfield,Left Midfield
RoyJack19140323,Jack Roy,Jack,Roy,,,
RussellAlex19440221,Alex Russell,Alex,Russell,,,
RussellCraig19740204,Craig Russell,Craig,Russell,Centre-Forward,,
SantosGeorges19700815,Georges Santos,Georges,Santos,Centre-Back,,
SaundersHarvey19970720,Harvey Saunders,Harvey,Saunders,Centre-Forward,,
SavageBas19820107,Bas Savage,Bas,Savage,Centre-Forward,Right Winger,
SeremetDino19800816,Dino Seremet,Dino,Seremet,Goalkeeper,,
SharpsIan19801023,Ian Sharps,Ian,Sharps,Centre-Back,,
ShepherdPaul19771117,Paul Shepherd,Paul,Shepherd,Centre-Forward,,
ShottonRyan19881030,Ryan Shotton,Ryan,Shotton,Centre-Back,Right-Back,
ShowunmiEnoch19820421,Enoch Showunmi,Enoch,Showunmi,Centre-Forward,,
ShukerChris19820509,Chris Shuker,Chris,Shuker,Right Midfield,Left Midfield,
SidibeMamady19791218,Mamady Sidibé,Mamady,Sidibé,Centre-Forward,,
SimeuDynel20020313,Dynel Simeu,Dynel,Simeu,Centre-Back,Right-Back,
SimonsenSteve19790403,Steve Simonsen,Steve,Simonsen,Goalkeeper,,
SinnottLewis20020304,Lewis Sinnott,Lewis,Sinnott,Right-Back,Left-Back,
SmithJohn19700723,John Smith,John,Smith,Right-Back,,
SmithJonny19970728,Jonny Smith,Jonny,Smith,Right Winger,Left Winger,
SmithSam19980308,Sam Smith,Sam,Smith,Centre-Forward,,
SodjeAkpo19800131,Akpo Sodje,Akpo,Sodje,Centre-Forward,,
SolomonDaviesJosh19991120,Josh Solomon-Davies,Josh,Solomon-Davies,Right-Back,,
SolomonSol20010317,Sol Solomon,Sol,Solomon,Centre-Forward,Left Winger,
SonkoEdrissa19800323,Edrissa Sonko,Edrissa,Sonko,Right Winger,Attacking Midfield,
SordellMarvin19910217,Marvin Sordell,Marvin,Sordell,Centre-Forward,Right Winger,
SousaErico19950312,Érico Sousa,Érico,Sousa,Left Winger,Right Winger,
SpearingJay19881125,Jay Spearing,Jay,Spearing,Defensive Midfield,Central Midfield,
SpellmanCarl20001106,Carl Spellman,Carl,Spellman,Central Midfield,Defensive Midfield,
StarbuckJoseph20020803,Joseph Starbuck,Joseph,Starbuck,Right-Back,Right Midfield,
SteelJim19591204,Jim Steel,Jim,Steel,Centre-Forward,,
StephensonDarren19930306,Darren Stephenson,Darren,Stephenson,Centre-Forward,Left Winger,Left Midfield
StevensDennis19331130,Dennis Stevens,Dennis,Stevens,Centre-Forward,,
StevensGary19630327,Gary Stevens,Gary,Stevens,Right-Back,,
StevensonWillie19391026,Willie Stevenson,Willie,Stevenson,Central Midfield,Centre-Back,Left Midfield
StockdaleRobbie19791130,Robbie Stockdale,Robbie,Stockdale,Right-Back,,
StocktonCole19940313,Cole Stockton,Cole,Stockton,Centre-Forward,,
StortonStan19390105,Stan Storton,Stan,Storton,Right-Back,,
StortonTrevor19491126,Trevor Storton,Trevor,Storton,Centre-Back,,
StratulisRyan20030418,Ryan Stratulis,Ryan,Stratulis,Attacking Midfield,,
SummerbeeNicky19710826,Nicky Summerbee,Nicky,Summerbee,Right Midfield,Right Winger,Right-Back
SuttonRitchie19860429,Ritchie Sutton,Ritchie,Sutton,Centre-Back,Right-Back,
TaylorAndy19860314,Andy Taylor,Andy,Taylor,Left-Back,Centre-Back,
TaylorAsh19900902,Ash Taylor,Ash,Taylor,Centre-Back,Defensive Midfield,
TaylorFletcherGary19810604,Gary Taylor-Fletcher,Gary,Taylor-Fletcher,Right Winger,Centre-Forward,Left Winger
TaylorGareth19730225,Gareth Taylor,Gareth,Taylor,Centre-Forward,,
TaylorRhys19900407,Rhys Taylor,Rhys,Taylor,Goalkeeper,,
TaylorRob19850116,Rob Taylor,Rob,Taylor,Left-Back,Left Midfield,
TaylorRyan19840819,Ryan Taylor,Ryan,Taylor,Right-Back,Left-Back,Defensive Midfield
TaylorSamuel20031223,Samuel Taylor,Samuel,Taylor,Centre-Forward,,
TaylorScott19760505,Scott Taylor,Scott,Taylor,Centre-Forward,,
TealeShaun19640310,Shaun Teale,Shaun,Teale,Centre-Back,,
ThomasMooreIan19760826,Ian Thomas-Moore,Ian,Thomas-Moore,Centre-Forward,,
ThomasTony19710712,Tony Thomas,Tony,Thomas,Right-Back,,
ThompsonAndy19671109,Andy Thompson,Andy,Thompson,Left-Back,,
ThompsonBailey20010607,Bailey Thompson,Bailey,Thompson,Centre-Forward,,
ThompsonJoe19890305,Joe Thompson,Joe,Thompson,Right Midfield,Right Winger,Left Midfield
ThompsonJohn19811012,John Thompson,John,Thompson,Right-Back,Centre-Back,Right Midfield
ThompsonJosh19910225,Josh Thompson,Josh,Thompson,Centre-Back,,
ThornAndy19661112,Andy Thorn,Andy,Thorn,Centre-Back,,
ThorntonSean19830518,Sean Thornton,Sean,Thornton,Central Midfield,,
TimlinJamie20030916,Jamie Timlin,Jamie,Timlin,Centre-Forward,,
TiryakiMustafa19870302,Mustafa Tiryaki,Mustafa,Tiryaki,Centre-Forward,,
TollittBen19941130,Ben Tollitt,Ben,Tollitt,Right Midfield,Left Midfield,
TomlinsonBen19891031,Ben Tomlinson,Ben,Tomlinson,Centre-Forward,Left Winger,Right Winger
TrainRay19510210,Ray Train,Ray,Train,Defensive Midfield,,
TraoreDrissa19920325,Drissa Traoré,Drissa,Traoré,Central Midfield,Defensive Midfield,
TremarcoCarl19851011,Carl Tremarco,Carl,Tremarco,Left-Back,,
TurnbullJordan19941030,Jordan Turnbull,Jordan,Turnbull,Centre-Back,Left-Back,Defensive Midfield
TurnerCookeJay20031231,Jay Turner-Cooke,Jay,Turner-Cooke,Attacking Midfield,Central Midfield,Right Midfield
TurnerIain19840126,Iain Turner,Iain,Turner,Goalkeeper,,
TynanTommy19551117,Tommy Tynan,Tommy,Tynan,Centre-Forward,Right Winger,
VaughanJames19880714,James Vaughan,James,Vaughan,Centre-Forward,,
VaughanLee19860717,Lee Vaughan,Lee,Vaughan,Right-Back,Right Midfield,
VaulksWill19930913,Will Vaulks,Will,Vaulks,Defensive Midfield,Centre-Back,Right-Back
VickersSteve19671013,Steve Vickers,Steve,Vickers,Centre-Back,,
WalkdenEdgar19141104,Edgar Walkden,Edgar,Walkden,,,
WalkerBrad19960425,Brad Walker,Brad,Walker,Defensive Midfield,Central Midfield,Centre-Back
WalkerRiceDanny20001110,Danny Walker-Rice,Danny,Walker-Rice,Right Winger,Left Winger,
WalkerStephen20001011,Stephen Walker,Stephen,Walker,Second Striker,Left Winger,Centre-Forward
WallaceJames19911219,James Wallace,James,Wallace,Central Midfield,Defensive Midfield,Attacking Midfield
WardGavin19700630,Gavin Ward,Gavin,Ward,Goalkeeper,,
WaringGeorge19941202,George Waring,George,Waring,Centre-Forward,,
WarnerTony19740511,Tony Warner,Tony,Warner,Goalkeeper,,
WarringtonLewis20021010,Lewis Warrington,Lewis,Warrington,Central Midfield,Attacking Midfield,Defensive Midfield
WassellGilbert19100409,Gilbert Wassell,Gilbert,Wassell,,,
WaterfallLuke19900730,Luke Waterfall,Luke,Waterfall,Centre-Back,,
WatkinsBradley19940911,Bradley Watkins,Bradley,Watkins,Goalkeeper,,
WatsonRyan19930707,Ryan Watson,Ryan,Watson,Defensive Midfield,Central Midfield,Right-Back
WeirRobbie19881209,Robbie Weir,Robbie,Weir,Defensive Midfield,Central Midfield,
WelchKeith19681003,Keith Welch,Keith,Welch,Goalkeeper,,
WelshJohn19840110,John Welsh,John,Welsh,Central Midfield,Defensive Midfield,
WestGordon19430424,Gordon West,Gordon,West,Goalkeeper,,
WhartonPaddy20000527,Paddy Wharton,Paddy,Wharton,Goalkeeper,,
WheelerJohnny19280726,Johnny Wheeler,Johnny,Wheeler,Right Midfield,,
WhiteheadPhil19691217,Phil Whitehead,Phil,Whitehead,Goalkeeper,,
WhitmoreTheodore19720805,Theodore Whitmore,Theodore,Whitmore,Attacking Midfield,,
WilliamsGraham19361231,Graham Williams,Graham,Williams,Left Midfield,,
WilliamsJack20030516,Jack Williams,Jack,Williams,Right Winger,Attacking Midfield,Left Winger
WilliamsJohn19601003,John Williams,John,Williams,Centre-Back,,
WilliamsJosh20040713,Josh Williams,Josh,Williams,Central Midfield,Attacking Midfield,
WilliamsRyan19780831,Ryan Williams,Ryan,Williams,Attacking Midfielder,,
WilliamsRyan19910408,Ryan Williams,Ryan,Williams,Attacking Midfielder,,
WilsonBob19280908,Bob Wilson,Bob,Wilson,Right-Back,,
WilsonKane20000311,Kane Wilson,Kane,Wilson,Right-Back,Right Midfield,
WilsonMark19790209,Mark Wilson,Mark,Wilson,Central Midfield,,
WilsonSteve19740424,Steve Wilson,Steve,Wilson,Goalkeeper,,
WoodConnor19960717,Connor Wood,Connor,Wood,Left-Back,Left Midfield,
WoodNick19901109,Nick Wood,Nick,Wood,Centre-Back,Left-Back,
WoodardsDan19831007,Dan Woodards,Dan,Woodards,Right-Back,Left-Back,Centre-Back
WoodsBilly19731024,Billy Woods,Billy,Woods,Left Midfield,,
WoodsCalum19870205,Calum Woods,Calum,Woods,Right-Back,Left-Back,Centre-Back
WoodyardAlex19930503,Alex Woodyard,Alex,Woodyard,Central Midfield,Defensive Midfield,Right Midfield
WooleryKaiyne19950111,Kaiyne Woolery,Kaiyne,Woolery,Left Winger,Right Winger,Centre-Forward
WoottonScott19910912,Scott Wootton,Scott,Wootton,Centre-Back,Right-Back,
WorthingtonFrank19481123,Frank Worthington,Frank,Worthington,,,
YarneyJosef19971008,Josef Yarney,Josef,Yarney,Centre-Back,Right-Back,
YatesSteve19700129,Steve Yates,Steve,Yates,Centre-Back,Right-Back,Left-Back
YeatsRon19371115,Ron Yeats,Ron,Yeats,Centre-Back,,
YoungJack20001021,Jack Young,Jack,Young,Central Midfield,Defensive Midfield,
YoungTommy19471224,Tommy Young,Tommy,Young,Centre-Forward,Attacking Midfield,
ZolaCalvin19841231,Calvin Zola,Calvin,Zola,Centre-Forward,,
