player_id,surname,forename,player_name,comp_rec_pos,soccerbase_pos,tm_pos_1,tm_pos_2,tm_pos_3
BrannanGed19720115,Brannan,Ged,Ged Brannan,Fullback,Midfielder,Central Midfield,Left-Back,
BrennanMike19410506,Brennan,Mike,Mike Brennan,Fullback,,,,
BrezovanPeter19791209,Brezovan,Peter,Peter Brezovan,,Goalkeeper,Goalkeeper,,
BridgesHarold19150630,Bridges,Harold,Harold Bridges,Inside Left,,,,
BriggsArthur19000527,Briggs,Arthur,Arthur Briggs,Goalkeeper,,,,
BristowEthan20011127,Bristow,Ethan,Ethan Bristow,,Defender,Left-Back,,
BrodieEric19401108,Brodie,Eric,Eric Brodie,Wing Half,,,,
BroomesMarlon19771128,Broomes,Marlon,Marlon Broomes,,Defender,Centre-Back,Sweeper,
BrownAndy19630817,Brown,Andy,Andy Brown,Defender,,,,
BrownDave19631021,Brown,Dave,Dave Brown,Defender,,,,
BrownJack,Brown,Jack,Jack Brown,Inside Forward,,,,
BrownJock19350402,Brown,Jock,Jock Brown,Left Back,,,,
BrownJunior19890507,Brown,Junior,Junior Brown,,Defender,Left-Back,Left Midfield,Right Midfield
BrownKayleden19920415,Brown,Kayleden,Kayleden Brown,,Forward,Left Midfield,,
BrownOwen19600904,Brown,Owen,Owen Brown,Forward,,,,
BrownPaul19840910,Brown,Paul,Paul Brown,,Midfielder,Left Midfield,,
BrownSamuel19080501,Brown,Samuel,Samuel Brown,Inside Right,,,,
BruceAlex19840928,Bruce,Alex,Alex Bruce,,Defender,Centre-Back,Right-Back,Defensive Midfield
BrunaGerardo19910129,Bruna,Gerardo,Gerardo Bruna,,Midfielder,Central Midfield,Defensive Midfield,Attacking Midfield
BruntRyan19930526,Brunt,Ryan,Ryan Brunt,,Forward,Centre-Forward,,
BuchanTom31889,Buchan,Tom,Tom Buchan,Right Half,,,,
BuchananDavid19860506,Buchanan,David,David Buchanan,,Defender,Left-Back,,
BuckleyTed19120913,Buckley,Ted,Ted Buckley,Center Forward,,,,
BullockSteve19661005,Bullock,Steve,Steve Bullock,Defender,,,,
BulloughDenis18951129,Bullough,Denis,Denis Bullough,Center Forward,,,,
BurgessDavid19600120,Burgess,David,David Burgess,Left Back,,Right-Back,,
BurginMeynell19111129,Burgin,Meynell,Meynell Burgin,Center Forward,,,,
BurkeMarshall19590326,Burke,Marshall,Marshall Burke,Defender,,,,
BurnsKinear19230924,Burns,Kinear,Kinear Burns,Outside Right,,,,
BurnsRobbie19901115,Burns,Robbie,Robbie Burns,,Midfielder,Central Midfield,,
BurrowsWilf11902,Burrows,Wilf,Wilf Burrows,Goalkeeper,,,,
BurtonJake20011115,Burton,Jake,Jake Burton,,Forward,Centre-Forward,,
ButlerCharles19080320,Butler,Charles,Charles Butler,Inside Right,,,,
BuxtonAdam19920512,Buxton,Adam,Adam Buxton,,Defender,Right-Back,Left-Back,Centre-Back
ByrneJohn19390525,Byrne,John,John Byrne,Outside Left,,,,
ByrneJohn19490324,Byrne,John,John Byrne,Outside Right,,,,
ByrneNeill19930202,Byrne,Neill,Neill Byrne,,Defender,Centre-Back,,
ByromTom19200317,Byrom,Tom,Tom Byrom,Wing Half,,,,
CahillPaul19550929,Cahill,Paul,Paul Cahill,Defender,,,,
CamdenChris19630528,Camden,Chris,Chris Camden,Center Forward,,,,
CampbellJohnny18941014,Campbell,Johnny,Johnny Campbell,Wing Half,,,,
CampbellLes19350726,Campbell,Les,Les Campbell,Winger,,Left Winger,Attacking Midfield,Right Winger
CampbellTommy19350220,Campbell,Tommy,Tommy Campbell,Center Forward,,,,
CansdellSherriffShane19821110,Cansdell-Sherriff,Shane,Shane Cansdell-Sherriff,,Defender,Left-Back,Centre-Back,
CapriceJake19921111,Caprice,Jake,Jake Caprice,,Defender,Right-Back,Left-Back,Right Midfield
CarlsonGeorge19250727,Carlson,George,George Carlson,Center Forward,,,,
CarmodyMike19660209,Carmody,Mike,Mike Carmody,Midfielder,,,,
CaroleSebastien19820908,Carole,Sebastien,Sebastien Carole,,Midfielder,Right Winger,Attacking Midfield,Right Midfield
CarterJoseph18990727,Carter,Joseph,Joseph Carter,Inside Right,,,,
CartmanBert19000228,Cartman,Bert,Bert Cartman,Outside Left,,,,
CartwrightWilliam19220611,Cartwright,William,William Cartwright,Center Half,,,,
CarvellArthur19110526,Carvell,Arthur,Arthur Carvell,Left Back,,,,
CaseyGerry19410825,Casey,Gerry,Gerry Casey,Half Back,,,,
CassidyJake19930209,Cassidy,Jake,Jake Cassidy,,Forward,Centre-Forward,,
CassidyJames,Cassidy,James,James Cassidy,Inside Left,,,,
CassidyJames19110803,Cassidy,James,James Cassidy,,,Centre-Forward,,
CathalinaTimothy19850124,Cathalina,Timothy,Timothy Cathalina,,Defender,Right-Back,Centre-Back,
ChadwickHarold19190125,Chadwick,Harold,Harold Chadwick,Outside Right,,,,
ChallinorDave19751002,Challinor,Dave,Dave Challinor,Central Defender,Defender,Centre-Back,,
ChalmersBilly19010403,Chalmers,Billy,Billy Chalmers,Outside Left,,,,
ChalmersLogan20000324,Chalmers,Logan,Logan Chalmers,,Forward,Left Winger,Right Winger,
ChamberlainAlec19640620,Chamberlain,Alec,Alec Chamberlain,Goalkeeper,,,,
ChapmanAaron19900529,Chapman,Aaron,Aaron Chapman,,Goalkeeper,Goalkeeper,,
CharltonBilly19001010,Charlton,Billy,Billy Charlton,Inside Left,,,,
CharltonWilf19330912,Charlton,Wilf,Wilf Charlton,Wing Half,,,,
ChecklandFrank18950731,Checkland,Frank,Frank Checkland,Half Back,,,,
ChivertonTed11913,Chiverton,Ted,Ted Chiverton,Right Half,,,,
ChorleyBen19820930,Chorley,Ben,Ben Chorley,,Defender,Centre-Back,Defensive Midfield,
ClarkArchie19020404,Clark,Archie,Archie Clark,Center Half,,,,
ClarkeColin19621030,Clarke,Colin,Colin Clarke,Center Forward,,,,
ClarkeEddie19981229,Clarke,Eddie,Eddie Clarke,,Defender,Left-Back,,
ClarkePeter19820103,Clarke,Peter,Peter Clarke,,Defender,Centre-Back,,
ClaytonGordon19361103,Clayton,Gordon,Gordon Clayton,Goalkeeper,,,,
ClaytonJohn19610820,Clayton,John,John Clayton,Forward,,,,
CliffEddie19510930,Cliff,Eddie,Eddie Cliff,Midfielder,,,,
ClintonTommy19260413,Clinton,Tommy,Tommy Clinton,Fullback,,,,
ColeLarnell19930309,Cole,Larnell,Larnell Cole,,Midfielder,Right Midfield,Attacking Midfield,Left Midfield
ColemanTony19450502,Coleman,Tony,Tony Coleman,Outside Left,,,,
CollingsPaul19680930,Collings,Paul,Paul Collings,Goalkeeper,,,,
CollinsAaron19970527,Collins,Aaron,Aaron Collins,,Forward,Centre-Forward,Right Winger,Left Winger
CollisterJoe19911215,Collister,Joe,Joe Collister,,Goalkeeper,Goalkeeper,,
ConnellySean19700626,Connelly,Sean,Sean Connelly,,Defender,Right-Back,,
ConnerDick19310813,Conner,Dick,Dick Conner,Wing Half,,,,
ConnorBill,Connor,Bill,Bill Connor,Right Back,,,,
ConnorJohn19140201,Connor,John,John Connor,Fullback,,,,
ConroyBobby19290620,Conroy,Bobby,Bobby Conroy,Left Back,,Left-Back,,
CookAndy19901018,Cook,Andy,Andy Cook,,Forward,Centre-Forward,,
CookFred,Cook,Fred,Fred Cook,Outside Right,,,,
CookGeorge1909,Cook,George,George Cook,Fullback,,,,
CookPaul19670222,Cook,Paul,Paul Cook,Midfielder,Midfielder,Central Midfield,Left Midfield,
CooperKevin19750208,Cooper,Kevin,Kevin Cooper,,Midfielder,Left Midfield,,
CooperSteve19640622,Cooper,Steve,Steve Cooper,Forward,,Centre-Forward,,
CoppellSteve19550709,Coppell,Steve,Steve Coppell,Outside Right,,,,
CorryPaul19910203,Corry,Paul,Paul Corry,,Midfielder,Central Midfield,Attacking Midfield,Left Midfield
CoughlinAndy19930131,Coughlin,Andy,Andy Coughlin,,Goalkeeper,Goalkeeper,,
CourtneyJohn19940112,Courtney,John,John Courtney,,,Goalkeeper,,
CoxAlan19200904,Cox,Alan,Alan Cox,Inside Forward,,,,
CoyneDanny19730827,Coyne,Danny,Danny Coyne,Goalkeeper,Goalkeeper,Goalkeeper,,
CoyneJohn19510718,Coyne,John,John Coyne,Forward,,,,
CoyneTommy19621114,Coyne,Tommy,Tommy Coyne,Forward,,Centre-Forward,,
CravenSteve19570917,Craven,Steve,Steve Craven,Midfielder,,,,
CrawfordAli19910730,Crawford,Ali,Ali Crawford,,Midfielder,Left Midfield,Central Midfield,Attacking Midfield
CrawfordBruce19381010,Crawford,Bruce,Bruce Crawford,Wing Half,,,,
CresswellAaron19891215,Cresswell,Aaron,Aaron Cresswell,,Defender,Left-Back,Left Midfield,Centre-Back
CreweBilly19011126,Crewe,Billy,Billy Crewe,Right Half,,,,
CromptonArthur19030109,Crompton,Arthur,Arthur Crompton,Wing Half,,,,
CropperReg19020121,Cropper,Reg,Reg Cropper,Inside Left,,,,
CrossanEddie19251117,Crossan,Eddie,Eddie Crossan,Inside Forward,,,,
CrossleyPaul19480714,Crossley,Paul,Paul Crossley,Forward,,Left Winger,,
CroughanTom19990919,Croughan,Tom,Tom Croughan,,,Second Striker,Attacking Midfield,Central Midfield
CrowtherGeorge21892,Crowther,George,George Crowther,Center Forward,,,,
CrutchleyVic31910,Crutchley,Vic,Vic Crutchley,Right Back,,,,
CumbesJim19440504,Cumbes,Jim,Jim Cumbes,Goalkeeper,,Goalkeeper,,
CunninghamCharlie,Cunningham,Charlie,Charlie Cunningham,Inside Left,,,,
CurnowJack19100131,Curnow,Jack,Jack Curnow,Goalkeeper,,,,
CurranCraig19890823,Curran,Craig,Craig Curran,,Forward,Centre-Forward,Second Striker,Right Winger
CurranFrank19170531,Curran,Frank,Frank Curran,Inside Forward,,,,
CurrieTony19500101,Currie,Tony,Tony Currie,,,Attacking Midfield,,
CurtisCharlie,Curtis,Charlie,Charlie Curtis,Wing Half,,,,
CurtisTom19730301,Curtis,Tom,Tom Curtis,,Midfielder,Central Midfield,,
DArcyFrank19461208,D'Arcy,Frank,Frank D'Arcy,Fullback,,,,
DacresCogleyJosh19960312,Dacres-Cogley,Josh,Josh Dacres-Cogley,,Defender,Right-Back,,
DadiEugene19730820,Dadi,Eugene,Eugene Dadi,,Forward,Centre-Forward,,
DagnallChris19860415,Dagnall,Chris,Chris Dagnall,,Forward,Centre-Forward,Second Striker,
DaleDickie18960521,Dale,Dickie,Dickie Dale,Center Half,,,,
DaltonTim19651014,Dalton,Tim,Tim Dalton,Goalkeeper,,,,
DanielsDonervon19931124,Daniels,Donervon,Donervon Daniels,,Defender,Centre-Back,Right-Back,
DanielsLuke19880105,Daniels,Luke,Luke Daniels,,Goalkeeper,Goalkeeper,,
DannsNeil19821123,Danns,Neil,Neil Danns,,Midfielder,Central Midfield,Left Midfield,Right Midfield
DarvilleLiam19901026,Darville,Liam,Liam Darville,,Defender,Right-Back,,
DaviesBen19950811,Davies,Ben,Ben Davies,,Defender,Centre-Back,Left-Back,
DaviesDai19480401,Davies,Dai,Dai Davies,Goalkeeper,,,,
DaviesErnie,Davies,Ernie,Ernie Davies,Right Half,,,,
DaviesErnie19160131,Davies,Ernie,Ernie Davies,,,,,
DaviesKeith19340219,Davies,Keith,Keith Davies,Inside Forward,,,,
DaviesLiam19960702,Davies,Liam,Liam Davies,,Midfielder,Left Midfield,Left Winger,Right Midfield
DaviesMikey20040923,Davies,Mikey,Mikey Davies,,Defender,Left-Back,,
DaviesRay19311003,Davies,Ray,Ray Davies,Inside Forward,,,,
DaviesScott19870223,Davies,Scott,Scott Davies,,Goalkeeper,Goalkeeper,,
DaviesSteve19871229,Davies,Steve,Steve Davies,,Forward,Centre-Forward,Left Winger,Right Winger
DaviesTom19920418,Davies,Tom,Tom Davies,,Defender,Centre-Back,,
DavisNeil19730815,Davis,Neil,Neil Davis,,,,,
DavisSamuel19000525,Davis,Samuel,Samuel Davis,Right Back,,,,
DavisThomas1911,Davis,Thomas,Thomas Davis,Inside Right,,,,
DavisonJosh19990916,Davison,Josh,Josh Davison,,,Centre-Forward,,
DawsonAdam19921005,Dawson,Adam,Adam Dawson,,Midfielder,Right Winger,Left Winger,
DawsonFrank19081017,Dawson,Frank,Frank Dawson,Left Back,,,,
DayAlf19071002,Day,Alf,Alf Day,Right Half,,,,
DeanDixie19070122,Dean,Dixie,Dixie Dean,Center Forward,,,,
DellowRonnie19140713,Dellow,Ronnie,Ronnie Dellow,Outside Right,,Right Winger,,
DemaineDave19420507,Demaine,Dave,Dave Demaine,Winger,,,,
DempseyJohn19510402,Dempsey,John,John Dempsey,Fullback,,,,
DennisKristian19900312,Dennis,Kristian,Kristian Dennis,,Forward,Centre-Forward,,
DevaneyMartin19800601,Devaney,Martin,Martin Devaney,,Midfielder,Right Midfield,Left Midfield,
DevineJay19990726,Devine,Jay,Jay Devine,,Midfielder,Central Midfield,Defensive Midfield,
DieseruvweEmmanuel19950220,Dieseruvwe,Emmanuel,Emmanuel Dieseruvwe,,Forward,Centre-Forward,,
DillonVince19231002,Dillon,Vince,Vince Dillon,Center Forward,,,,
DixonErnie19010710,Dixon,Ernie,Ernie Dixon,Center Forward,,,,
DockingStan19141213,Docking,Stan,Stan Docking,Inside Left,,,,
DoddErnie19140501,Dodd,Ernie,Ernie Dodd,Right Back,,,,
DoddJim19331212,Dodd,Jim,Jim Dodd,Center Forward,,,,
DonacienJanoi19931103,Donacien,Janoi,Janoi Donacien,,Defender,Centre-Back,Right-Back,
DonaldsonRyan19910501,Donaldson,Ryan,Ryan Donaldson,,Midfielder,Right Winger,Right Midfield,Left Winger
DoneCyril19201021,Done,Cyril,Cyril Done,Center Forward,,,,
DonnellyGeorge19880528,Donnelly,George,George Donnelly,,Forward,Centre-Forward,,
DonnellyRory19920218,Donnelly,Rory,Rory Donnelly,,Forward,Centre-Forward,Right Winger,Left Winger
DoohanRoss19980329,Doohan,Ross,Ross Doohan,,Goalkeeper,Goalkeeper,,
DoonanTom19221005,Doonan,Tom,Tom Doonan,Center Forward,,,,
DrysdaleDeclan19991114,Drysdale,Declan,Declan Drysdale,,Defender,Centre-Back,Defensive Midfield,
DuffStanley11919,Duff,Stanley,Stanley Duff,Outside Left,,,,
DuffyAlan19491220,Duffy,Alan,Alan Duffy,Inside Forward,,,,
DuffyMark19851007,Duffy,Mark,Mark Duffy,,Midfielder,Central Midfield,Attacking Midfield,Right Midfield
DugdaleAdam19870912,Dugdale,Adam,Adam Dugdale,,Defender,Centre-Back,Defensive Midfield,
DugganMitch19970320,Duggan,Mitch,Mitch Duggan,,Defender,Centre-Back,Right-Back,Defensive Midfield
DunnJack19941119,Dunn,Jack,Jack Dunn,,Forward,Second Striker,Left Winger,Right Winger
DwyerDylan20030906,Dwyer,Dylan,Dylan Dwyer,,,Left-Back,,
DysonBarry19420906,Dyson,Barry,Barry Dyson,Inside Forward,,,,
EasthamHarry19170630,Eastham,Harry,Harry Eastham,Inside Left,,,,
EatonSteve19591225,Eaton,Steve,Steve Eaton,Defender,,,,
EcclestonNathan19901230,Eccleston,Nathan,Nathan Eccleston,,Forward,Centre-Forward,Right Winger,Left Winger
EddsGareth19810203,Edds,Gareth,Gareth Edds,,Midfielder,Defensive Midfield,,
EdenBilly19050701,Eden,Billy,Billy Eden,Outside Left,,Left Winger,,
EdwardsChristian19751123,Edwards,Christian,Christian Edwards,,Defender,Centre-Back,,
EdwardsElfyn19600504,Edwards,Elfyn,Elfyn Edwards,Center Half,,,,
EdwardsMalcolm19391025,Edwards,Malcolm,Malcolm Edwards,Left Half,,,,
EdwardsMike19740910,Edwards,Mike,Mike Edwards,Midfielder,,,,
EdwardsRyan19931007,Edwards,Ryan,Ryan Edwards,,Midfielder,Centre-Back,Right-Back,
EdwardsSteve19580111,Edwards,Steve,Steve Edwards,Defender,,,,
EdwardsWilliam,Edwards,William,William Edwards,Right Half,,,,
EglingtonTommy19230115,Eglington,Tommy,Tommy Eglington,Outside Left,,,,
ElfordAlliyuLateef19920601,Elford-Alliyu,Lateef,Lateef Elford-Alliyu,,Forward,Centre-Forward,Left Winger,Right Winger
EllisMark19880930,Ellis,Mark,Mark Ellis,,Defender,Centre-Back,,
EllisonKevin19790223,Ellison,Kevin,Kevin Ellison,,Midfielder,Left Winger,Centre-Forward,
EllisonNorman19291102,Ellison,Norman,Norman Ellison,Outside Right,,,,
EndersbyScott19620220,Endersby,Scott,Scott Endersby,Goalkeeper,,Goalkeeper,,
EvansBernard19370104,Evans,Bernard,Bernard Evans,Center Forward,,,,
EvansClive19570501,Evans,Clive,Clive Evans,Midfielder,,Central Midfield,,
EvansDennis19350723,Evans,Dennis,Dennis Evans,Fullback,,,,
EvansHerbie18940830,Evans,Herbie,Herbie Evans,Half Back,,,,
EvansJabez18950429,Evans,Jabez,Jabez Evans,Outside Left,,,,
FaceyDelroy19800422,Facey,Delroy,Delroy Facey,,Forward,Centre-Forward,,
FaganKit19500605,Fagan,Kit,Kit Fagan,Wing Half,,Centre-Back,,
FaircloughDavid19570105,Fairclough,David,David Fairclough,Forward,,Centre-Forward,,
FaircloughPeter,Fairclough,Peter,Peter Fairclough,Left Half,,,,
FairhurstDick19110905,Fairhurst,Dick,Dick Fairhurst,Right Back,,,,
FanimoMatthias19940128,Fanimo,Matthias,Matthias Fanimo,,Midfielder,Right Winger,Left Winger,
FarnworthSimon19631028,Farnworth,Simon,Simon Farnworth,Goalkeeper,,,,
FarrellPeter19220816,Farrell,Peter,Peter Farrell,Wing Half,,,,
FarrimondSyd19400717,Farrimond,Syd,Syd Farrimond,Left Back,,Left-Back,,
FeeneyLiam19870121,Feeney,Liam,Liam Feeney,,Midfielder,Right Midfield,Left Midfield,
FeeneyMorgan19990208,Feeney,Morgan,Morgan Feeney,,Defender,Centre-Back,,
FenelonShamir19940803,Fenelon,Shamir,Shamir Fenelon,,Forward,Centre-Forward,Right Winger,Left Winger
FenwickScott19900409,Fenwick,Scott,Scott Fenwick,,Forward,Centre-Forward,,
FergusonMark19601106,Ferguson,Mark,Mark Ferguson,Forward,,Centre-Forward,,
FerrierMorgan19941115,Ferrier,Morgan,Morgan Ferrier,,Forward,Left Winger,Centre-Forward,Right Winger
FeuerIan19710520,Feuer,Ian,Ian Feuer,,Goalkeeper,Goalkeeper,,
FinlayPat19380318,Finlay,Pat,Pat Finlay,Left Back,,,,
FinleySam19920804,Finley,Sam,Sam Finley,,,Central Midfield,Right Midfield,Attacking Midfield
FinneyKen19290310,Finney,Ken,Ken Finney,Outside Right,,Right Winger,,
FisherMax20031003,Fisher,Max,Max Fisher,,Midfielder,Centre-Forward,,
FishwickBert11899,Fishwick,Bert,Bert Fishwick,Inside Left,,,,
FlanaganJack11902,Flanagan,Jack,Jack Flanagan,Center Forward,,,,
FlemingJack19990110,Fleming,Jack,Jack Fleming,,,Centre-Back,Left-Back,
FlemingMike19280223,Fleming,Mike,Mike Fleming,Inside Forward,,,,
FloodEddie19521119,Flood,Eddie,Eddie Flood,Fullback,,Left-Back,Centre-Back,
FlowersGeorge19070507,Flowers,George,George Flowers,Left Half,,,,
FlynnSean19680313,Flynn,Sean,Sean Flynn,,Midfielder,Central Midfield,,
FoggBilly19030309,Fogg,Billy,Billy Fogg,Inside Right,,,,
FoleySam19861017,Foley,Sam,Sam Foley,,Midfielder,Central Midfield,Left Midfield,Right Midfield
FonWilliamsOwain19870317,Fon Williams,Owain,Owain Fon Williams,,Goalkeeper,Goalkeeper,,
FordJohn,Ford,John,John Ford,Inside Right,,,,
ForshawAllen,Forshaw,Allen,Allen Forshaw,Right Back,,,,
ForshawArthur31913,Forshaw,Arthur,Arthur Forshaw,Outside Right,,,,
FosterStephen19800918,Foster,Stephen,Stephen Foster,,Defender,Centre-Back,,
FosterWilliam,Foster,William,William Foster,Center Forward,,,,
FrailStephen19690810,Frail,Stephen,Stephen Frail,,Defender,Right-Back,Defensive Midfield,Defensive Midfield
FrancisSimon19850216,Francis,Simon,Simon Francis,,Defender,Right-Back,Centre-Back,
FraserNathan19130416,Fraser,Nathan,Nathan Fraser,Center Forward,,,,
FraughanRyan19910211,Fraughan,Ryan,Ryan Fraughan,,Midfielder,Central Midfield,Left Midfield,
FrithDavid19290317,Frith,David,David Frith,Fullback,,,,
FrostWinston21911,Frost,Winston,Winston Frost,Goalkeeper,,,,
FryeJohn19330727,Frye,John,John Frye,Inside Forward,,,,
FultonDavid18951016,Fulton,David,David Fulton,Center Forward,,,,
GardnerDan19900405,Gardner,Dan,Dan Gardner,,Forward,Central Midfield,Right Midfield,Left Midfield
GarnettShaun19691122,Garnett,Shaun,Shaun Garnett,Central Defender,,Centre-Back,,
GaskellAlec19320730,Gaskell,Alec,Alec Gaskell,Center Forward,,,,
GeorgeShamal19980106,George,Shamal,Shamal George,,Goalkeeper,Goalkeeper,,
GibsonBen19930115,Gibson,Ben,Ben Gibson,,Defender,Centre-Back,,
GibsonNeil19791010,Gibson,Neil,Neil Gibson,,Midfielder,Central Midfield,,
GibsonWilliam19260917,Gibson,William,William Gibson,Fullback,,,,
GillFrancis11897,Gill,Francis,Francis Gill,Goalkeeper,,,,
GillFrank19481205,Gill,Frank,Frank Gill,Winger,,,,
GillMatt19801108,Gill,Matt,Matt Gill,,Midfielder,Defensive Midfield,Central Midfield,
GillWayne19751128,Gill,Wayne,Wayne Gill,,Midfielder,Attacking Midfielder,,
GilmourHarvey19981215,Gilmour,Harvey,Harvey Gilmour,,Midfielder,Central Midfield,Attacking Midfield,Left Midfield
GinnellyJosh19970324,Ginnelly,Josh,Josh Ginnelly,,Forward,Left Winger,Right Winger,Centre-Forward
GlasperWilliam41910,Glasper,William,William Glasper,Right Half,,,,
GlatzelPaul20010220,Glatzel,Paul,Paul Glatzel,,Forward,Centre-Forward,,
GlennonChris19491029,Glennon,Chris,Chris Glennon,Forward,,,,
GnanduilletArmand19920213,Gnanduillet,Armand,Armand Gnanduillet,,Forward,Centre-Forward,,
GodwinVerdi19260211,Godwin,Verdi,Verdi Godwin,Center Forward,,,,
GolobartRoman19920321,Golobart,Roman,Roman Golobart,,Defender,Centre-Back,,
GoodJohn19330129,Good,John,John Good,Outside Right,,,,
GoodisonIan19721121,Goodison,Ian,Ian Goodison,,Defender,Centre-Back,Right-Back,
GoodlassRonnie19530906,Goodlass,Ronnie,Ronnie Goodlass,Outside Left,,,,
GordonBen19910302,Gordon,Ben,Ben Gordon,,Defender,Left-Back,,
GornellTerry19891216,Gornell,Terry,Terry Gornell,,Forward,Centre-Forward,Second Striker,
GortonAndy19660923,Gorton,Andy,Andy Gorton,Goalkeeper,,,,
GouldHarry19250105,Gould,Harry,Harry Gould,Inside Forward,,,,
GouldbourneEthan20001010,Gouldbourne,Ethan,Ethan Gouldbourne,,Midfielder,,,
GouldbourneEthan20001110,Gouldbourne,Ethan,Ethan Gouldbourne,,,Central Midfield,,
GrahamBobby19441122,Graham,Bobby,Bobby Graham,Forward,,,,
GraingerJohn1896,Grainger,John,John Grainger,Right Back,,,,
GrandisonJermaine19901205,Grandison,Jermaine,Jermaine Grandison,,Defender,Centre-Back,,
GrantTony19741114,Grant,Tony,Tony Grant,,Midfielder,Defensive Midfield,Central Midfield,
GrayAlbert19000923,Gray,Albert,Albert Gray,Goalkeeper,,,,
GrayKevin19720107,Gray,Kevin,Kevin Gray,,Defender,Centre-Back,,
GrayMatthew19070418,Gray,Matthew,Matthew Gray,Left Half,,,,
GrayRobert19031007,Gray,Robert,Robert Gray,Left Half,,,,
GreenDevarn19960826,Green,Devarn,Devarn Green,,Forward,Right Winger,Centre-Forward,Left Winger
GreenGeorge19960102,Green,George,George Green,,Midfielder,Attacking Midfield,Left Winger,Right Winger
GreenJohnny19390522,Green,Johnny,Johnny Green,Inside Forward,,,,
GreenacreChris19771223,Greenacre,Chris,Chris Greenacre,,Forward,Centre-Forward,,
GreenwoodRoy19520926,Greenwood,Roy,Roy Greenwood,Forward,,,,
GriersonDarrell19681030,Grierson,Darrell,Darrell Grierson,Goalkeeper,,,,
GriffithsClive19550122,Griffiths,Clive,Clive Griffiths,Central Defender,,,,
GriffithsDavid19510525,Griffiths,David,David Griffiths,Fullback,,,,
GriffithsIan19600417,Griffiths,Ian,Ian Griffiths,Outside Left,,Left Midfield,,
GriffithsJames1918,Griffiths,James,James Griffiths,Outside Left,,,,
GriffithsJoe1892,Griffiths,Joe,Joe Griffiths,Outside Left,,,,
GriffithsJohn19160630,Griffiths,John,John Griffiths,,,,,
GrovesFred18920506,Groves,Fred,Fred Groves,Inside Right,,,,
GubbinsRalph19320131,Gubbins,Ralph,Ralph Gubbins,Inside Forward,,Centre-Forward,,
GulacsiPeter19900506,Gulacsi,Peter,Peter Gulacsi,,Goalkeeper,Goalkeeper,,
GumbsEvan19970721,Gumbs,Evan,Evan Gumbs,,Defender,Centre-Back,,
GunningGavin19910126,Gunning,Gavin,Gavin Gunning,,Defender,Centre-Back,Left-Back,Defensive Midfield
GwatkinPhil19290805,Gwatkin,Phil,Phil Gwatkin,Outside Right,,,,
HaganAlf18931111,Hagan,Alf,Alf Hagan,Inside Forward,,,,
HallPaul19720703,Hall,Paul,Paul Hall,,Midfielder,Centre-Forward,Right Winger,
HallTony19690117,Hall,Tony,Tony Hall,Defender,,,,
HalsteadFred41896,Halstead,Fred,Fred Halstead,Center Half,,,,
HamiltonBryan19461221,Hamilton,Bryan,Bryan Hamilton,Midfielder,,,,
HamiltonDes19760815,Hamilton,Des,Des Hamilton,,Midfielder,Right Midfield,Central Midfield,
HamiltonDuke19060327,Hamilton,Duke,Duke Hamilton,Right Back,,,,
HarlockDes19221220,Harlock,Des,Des Harlock,Outside Right,,,,
HarrisAlbert19311121,Harris,Albert,Albert Harris,Goalkeeper,,,,
HarrisJay19870415,Harris,Jay,Jay Harris,,Midfielder,Central Midfield,Attacking Midfield,Defensive Midfield
HarrisJimmy19330818,Harris,Jimmy,Jimmy Harris,Center Forward,,,,
HarrisonDanny19821104,Harrison,Danny,Danny Harrison,,Midfielder,Central Midfield,Defensive Midfield,Centre-Back
HarropBobby19360825,Harrop,Bobby,Bobby Harrop,Wing Half,,,,
HartJoe19870419,Hart,Joe,Joe Hart,,Goalkeeper,Goalkeeper,,
HarveyJimmy19580502,Harvey,Jimmy,Jimmy Harvey,Midfielder,,Central Midfield,,
HateleyTom19890912,Hateley,Tom,Tom Hateley,,Midfielder,Defensive Midfield,Right-Back,Central Midfield
HawardenAndrew18950630,Hawarden,Andrew,Andrew Hawarden,Left Half,,,,
HawkesJosh19990128,Hawkes,Josh,Josh Hawkes,,Midfielder,Left Midfield,Central Midfield,Attacking Midfield
HaworthSimon19770330,Haworth,Simon,Simon Haworth,,Forward,Centre-Forward,,
HayAlan19581128,Hay,Alan,Alan Hay,Left Back,,,,
HayAlex19811014,Hay,Alex,Alex Hay,,Forward,Centre-Forward,Right Winger,
HaydeKyle20010925,Hayde,Kyle,Kyle Hayde,,Defender,Right-Back,Left-Back,
HayesCharlie18931207,Hayes,Charlie,Charlie Hayes,Right Back,,,,
HayesFred,Hayes,Fred,Fred Hayes,Inside Left,,,,
HayesJohn,Hayes,John,John Hayes,Inside Forward,,,,
HazellReuben19790424,Hazell,Reuben,Reuben Hazell,,Defender,Centre-Back,Right-Back,
HeapStuart19650207,Heap,Stuart,Stuart Heap,Forward,,,,
HeathJohn19360605,Heath,John,John Heath,Goalkeeper,,,,
HeathSeamus19611206,Heath,Seamus,Seamus Heath,Midfielder,,,,
HemmingsKane19910408,Hemmings,Kane,Kane Hemmings,,Forward,Centre-Forward,Left Winger,Right Winger
HendryRegan19980121,Hendry,Regan,Regan Hendry,,Midfielder,Central Midfield,Defensive Midfield,Attacking Midfield
HenryNick19690221,Henry,Nick,Nick Henry,,Midfielder,Central Midfield,,
